1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-0.592814,-1.532934,-1.197605,-1.323353,-1.538922,-1.341317,-1.323353,-1.497006,-1.197605,-1.107784,-1.287425,-1.077844,-0.712575,-1.191617,-1.766467,-0.856287,-0.886228,-2.11976,-1.682635,-0.598802
-0.486957,-1.452174,-0.965217,-1.313043,-0.104348,-1.052174,-1.26087,-1.078261,-0.773913,-0.991304,-1.452174,-0.93913,-0.495652,-1.269565,-2.173913,-0.617391,-0.678261,-2.330435,-1.278261,-0.878261
-0.247706,-0.948012,-0.550459,-1.088685,-1.006116,-0.724771,-1.35474,-0.678899,-0.501529,-1.293578,-1.440367,-1.067278,-0.807339,-1.143731,-0.599388,-0.076453,-0.409786,-1.045872,-0.737003,-0.987768
-0.654088,-1.169811,-0.710692,-0.981132,-0.72327,-0.955975,-0.660377,-1.647799,0.106918,-0.572327,-1.264151,-0.503145,-0.345912,-1.025157,-1.402516,-0.672956,-0.509434,-1.72956,-0.641509,-0.427673
-0.6875,-1.26875,-0.85,-1.06875,-1.08125,-1.13125,-0.61875,-1.7,-0.05,-0.71875,-1.45,-0.56875,-0.58125,-1.06875,-1.4375,-0.625,-0.5125,-1.90625,-0.7375,-0.51875
-1.191111,-1.615556,-1.351111,-1.76,-1.291111,-1.166667,-1.517778,-1.975556,-1.446667,-1.695556,-1.733333,-1.686667,-1.131111,-1.893333,-2.08,-0.713333,-0.902222,-3.162222,-1.768889,-1.537778
-1.541667,-1.9625,-1.25,-2.141667,-1.954167,-1.7375,-2.079167,-2.4875,-1.825,-2.229167,-2.3,-1.545833,-1.8375,-2.366667,-2.7,-1.108333,-1.208333,-2.704167,-1.779167,-2.095833
0.713208,-1.041509,-0.845283,-0.920755,-1.641509,-0.490566,-0.49434,-0.849057,-1.381132,-1.128302,-1.362264,-0.358491,-0.833962,-1.584906,-0.883019,0.128302,0.075472,-2.426415,-1.335849,-0.633962
-1.063636,-0.790909,-1.309091,-1.772727,-1.036364,-1.154545,-1.590909,-2.072727,-0.545455,-1.172727,-0.918182,-1.572727,-0.027273,-0.890909,-1.581818,-0.681818,-0.872727,-1.036364,-0.609091,-1.0
-0.184049,-0.539877,-1.423313,-1.380368,-1.417178,-0.453988,-0.840491,-0.969325,-1.288344,-1.294479,-0.96319,-1.08589,-0.503067,-1.760736,-0.969325,-0.453988,-0.638037,-2.06135,-1.423313,-0.809816
-0.45935,-1.073171,-0.46748,-1.142276,-0.804878,-0.756098,-1.410569,-0.634146,-0.658537,-1.455285,-1.674797,-1.223577,-0.97561,-1.162602,-0.878049,-0.256098,-0.49187,-0.813008,-0.715447,-1.166667
-0.967391,-2.413043,-1.48913,-2.413043,-2.23913,-2.141304,-2.902174,-2.293478,-2.880435,-1.858696,-2.184783,-1.956522,-2.0,-2.641304,-2.358696,-0.717391,-0.913043,-4.402174,-2.445652,-1.673913
-0.761006,-1.402516,-0.861635,-1.018868,-1.194969,-0.893082,-0.647799,-1.779874,0.138365,-0.685535,-1.320755,-0.603774,-0.421384,-1.220126,-1.698113,-0.798742,-0.641509,-1.955975,-0.572327,-0.496855
-2.248344,-2.135762,-2.089404,-2.622517,-2.55298,-2.218543,-2.456954,-3.437086,-2.006623,-2.152318,-2.072848,-2.15894,-1.980132,-2.476821,-3.794702,-1.619205,-1.854305,-3.850993,-2.572848,-2.069536
-0.762238,-1.097902,-0.944056,-1.321678,-1.93007,-0.93007,-1.265734,-1.671329,-0.804196,-1.405594,-1.587413,-0.762238,-1.083916,-1.146853,-1.132867,-0.41958,-0.699301,-2.545455,-1.076923,-0.979021
-1.30137,-2.568493,-1.616438,-2.363014,-2.732877,-2.006849,-2.342466,-2.657534,-2.260274,-0.821918,-1.582192,-1.719178,-1.664384,-1.568493,-2.308219,-1.157534,-0.561644,-3.253425,-2.047945,-0.479452
-0.40493,-0.133803,-0.496479,-0.521127,-1.475352,0.285211,0.785211,-2.102113,-0.612676,-1.28169,-1.017606,0.183099,-0.179577,-2.207746,-2.528169,-0.760563,-0.672535,-2.725352,-1.742958,-1.260563
0.710963,-1.009967,-0.86711,-0.940199,-1.54485,-0.501661,-0.531561,-0.870432,-1.342193,-1.079734,-1.202658,-0.385382,-0.717608,-1.461794,-0.827243,0.126246,0.066445,-2.275748,-1.245847,-0.534884
-1.479167,-1.845833,-1.15,-2.05,-1.754167,-1.5875,-2.0,-2.3625,-1.6875,-2.120833,-2.179167,-1.475,-1.6625,-2.175,-2.533333,-1.0,-1.0875,-2.4875,-1.608333,-2.016667
-0.034091,-0.643939,-0.712121,-1.05303,-1.193182,-0.55303,-0.924242,-0.431818,-0.768939,-0.962121,-0.924242,-0.761364,-0.159091,-0.409091,-0.299242,-0.287879,-0.314394,0.034091,-0.583333,-0.715909
-0.773585,-1.446541,-0.761006,-1.006289,-1.0,-1.075472,-0.616352,-1.792453,0.213836,-0.691824,-1.446541,-0.477987,-0.509434,-1.157233,-1.591195,-0.767296,-0.522013,-2.113208,-0.773585,-0.540881
-1.927536,-2.086957,-1.086957,-2.014493,-2.782609,-1.753623,-1.753623,-2.130435,-1.594203,-2.231884,-2.826087,-1.492754,-2.666667,-2.304348,-2.101449,-1.043478,-1.144928,-3.202899,-1.797101,-1.811594
-0.65625,-1.35625,-0.7875,-1.05,-0.74375,-0.93125,-0.6875,-1.75,0.15,-0.725,-1.2875,-0.59375,-0.35625,-1.04375,-1.49375,-0.675,-0.49375,-1.75,-0.7,-0.4625
-1.0625,-1.59375,-1.59375,-1.65625,-2.46875,-1.09375,-1.3125,-2.25,-1.25,-1.5625,-1.375,-1.21875,-1.15625,-1.78125,-1.875,-0.9375,-0.875,-3.0625,-1.65625,-1.21875
-0.833333,-1.666667,-0.25,-1.25,-1.333333,-1.25,-1.5,-0.333333,-1.583333,-2.333333,-2.083333,-1.333333,-1.5,-2.416667,0.083333,-0.166667,-0.416667,-1.916667,-2.0,-1.916667
-0.788079,-1.0,-0.907285,-1.10596,-1.933775,-1.072848,-1.119205,-1.602649,-0.596026,-1.483444,-1.675497,-0.635762,-1.07947,-1.284768,-1.13245,-0.417219,-0.642384,-2.278146,-0.86755,-0.89404
-0.701299,-1.292208,-0.928571,-1.019481,-1.155844,-0.863636,-0.512987,-1.61039,0.058442,-0.74026,-1.448052,-0.480519,-0.61039,-1.12987,-1.753247,-0.655844,-0.493506,-1.88961,-0.681818,-0.525974
-1.103226,-2.096774,-1.212903,-1.909677,-2.025806,-1.574194,-1.812903,-2.270968,-1.793548,-0.529032,-1.23871,-1.412903,-1.012903,-1.264516,-1.864516,-0.8,-0.367742,-2.496774,-1.483871,-0.290323
-0.647059,-1.30719,-0.803922,-1.019608,-0.973856,-0.869281,-0.640523,-1.594771,0.117647,-0.764706,-1.27451,-0.496732,-0.379085,-1.026144,-1.490196,-0.627451,-0.45098,-2.039216,-0.679739,-0.496732
1.217729,-0.360809,-1.251944,-0.178849,-3.576983,0.583204,1.573872,-0.22395,-1.287714,-2.178849,-2.520995,1.500778,-1.533437,-3.161742,-2.391913,-0.227061,0.11042,-3.410575,-1.981337,-0.998445
-1.043956,-2.351648,-1.736264,-2.351648,-2.241758,-1.912088,-2.824176,-2.362637,-2.736264,-1.912088,-2.186813,-1.879121,-1.868132,-2.549451,-2.318681,-0.835165,-1.10989,-4.120879,-2.362637,-1.747253
-0.775701,-1.392523,-1.82243,-2.186916,-1.383178,-1.46729,-2.009346,-1.841121,-1.420561,-1.056075,-1.392523,-1.336449,-0.626168,-1.542056,-1.915888,-1.018692,-1.018692,-2.747664,-1.373832,-0.719626
-0.764398,-0.890052,-1.120419,-0.623037,-1.884817,-1.104712,-0.874346,-1.942408,-0.429319,-1.753927,-1.528796,-1.099476,-0.743455,-1.188482,-2.806283,-1.319372,-1.26178,-1.575916,-1.225131,-1.434555
-1.133333,-2.017778,-1.408889,-2.333333,-2.124444,-2.04,-2.804444,-1.831111,-2.102222,-2.382222,-2.408889,-2.355556,-2.324444,-2.066667,-1.915556,-0.742222,-0.711111,-2.897778,-2.048889,-1.906667
-0.243802,-1.132231,-0.77686,-0.797521,-2.020661,-1.049587,-1.347107,-0.557851,-1.231405,-1.363636,-1.38843,-1.053719,-1.409091,-1.516529,-1.181818,-0.293388,-0.495868,-2.219008,-1.202479,-0.995868
-0.393333,-0.933333,-0.7,-1.046667,-3.093333,0.286667,-0.333333,-2.226667,-1.68,-0.946667,-1.186667,-0.16,-0.626667,-1.36,-2.14,-0.693333,-0.693333,-2.953333,-1.546667,-1.16
-0.696477,-0.666667,-0.327913,-1.674797,-2.466125,2.918699,-0.306233,-1.9729,0.02439,-1.821138,-1.444444,-0.544715,-1.111111,-2.04065,1.612466,0.054201,-0.409214,-2.617886,-1.520325,-1.319783
-0.64794,-0.370787,-0.906367,-0.524345,-3.086142,-0.134831,0.325843,-1.749064,-0.588015,-1.385768,-1.220974,0.453184,-0.76779,-1.853933,-2.044944,-0.794007,-0.786517,-2.857678,-1.393258,-1.329588
-1.425656,-1.48688,-1.209913,-1.988338,-1.740525,-1.081633,-1.326531,-2.078717,-1.285714,-1.212828,-1.344023,-1.629738,-1.693878,-2.183673,-1.559767,-0.075802,-0.314869,-2.148688,-2.172012,-0.877551
-1.0,-2.440678,-2.127119,-2.322034,-2.864407,-1.711864,-1.559322,-2.932203,-2.398305,-2.084746,-2.305085,-1.338983,-1.694915,-2.618644,-3.127119,-1.271186,-1.516949,-4.016949,-2.805085,-1.398305
-0.498316,-1.523569,-0.722222,-1.299663,-2.691919,-1.284512,-1.909091,-0.934343,-1.274411,-1.550505,-1.622896,-2.006734,-1.149832,-1.468013,-0.878788,-0.535354,-0.126263,-1.309764,-1.313131,-1.035354
-0.772908,-0.017928,-0.697211,-0.936255,-1.241036,0.069721,-0.139442,-1.001992,-0.13745,-1.167331,-1.262948,-0.557769,-0.61753,-0.922311,-1.135458,-0.239044,-0.691235,-1.24502,-0.958167,-0.978088
-0.555556,-2.529915,-2.051282,-2.74359,-2.102564,-2.136752,-2.982906,-2.367521,-3.051282,-1.598291,-1.675214,-2.08547,-1.042735,-2.376068,-2.495726,-0.811966,-1.042735,-3.777778,-2.564103,-1.205128
-0.174825,-0.475524,-1.727273,-1.587413,-1.545455,-0.314685,-0.734266,-1.181818,-1.384615,-1.503497,-1.132867,-1.27972,-0.559441,-2.111888,-1.244755,-0.559441,-0.769231,-1.923077,-1.629371,-1.020979
-1.021978,0.194662,-0.915228,-0.926217,-1.425432,0.401884,0.240188,-0.989011,-0.422292,-1.604396,-1.540031,-0.367347,-1.091052,-1.605965,-1.188383,-0.390895,-0.940345,-1.960754,-1.304553,-1.353218
-0.446352,-0.042918,-0.502146,-0.480687,-1.562232,0.420601,0.982833,-2.23176,-0.549356,-1.437768,-1.085837,0.2103,-0.317597,-2.330472,-2.785408,-0.72103,-0.583691,-2.682403,-1.725322,-1.270386
-1.098985,-2.961929,-1.779188,-2.347716,-4.035533,-1.878173,-2.827411,-2.060914,-2.817259,-2.043147,-2.28934,-2.581218,-2.139594,-2.261421,-2.824873,-0.685279,-0.931472,-3.677665,-2.317259,-1.621827
-2.20297,-2.361386,-1.49505,-2.777228,-3.638614,-2.094059,-2.732673,-2.980198,-2.440594,-2.925743,-3.306931,-2.064356,-2.415842,-2.886139,-3.450495,-1.70297,-1.905941,-3.460396,-1.787129,-2.688119
-0.460526,-0.732456,-0.552632,-0.447368,-0.359649,-0.289474,-0.236842,-1.320175,-0.131579,-0.513158,-0.964912,-0.407895,-0.092105,-0.666667,-1.070175,-0.412281,-0.394737,-1.276316,-0.736842,-0.486842
0.720779,-0.993506,-0.996753,-1.055195,-1.61039,-0.529221,-0.587662,-1.042208,-1.428571,-1.029221,-1.142857,-0.386364,-0.701299,-1.405844,-0.577922,0.058442,0.058442,-2.386364,-1.256494,-0.512987
-0.490463,-0.787466,-0.144414,-0.632153,-1.212534,-0.918256,-1.256131,-0.708447,-0.13079,-1.002725,-1.474114,-1.019074,-0.645777,-1.035422,-1.147139,-0.346049,-0.288828,-0.934605,-0.427793,-0.79564
-1.208589,-2.644172,-1.98773,-3.02454,-3.472393,-2.361963,-2.993865,-2.674847,-2.570552,-2.96319,-2.889571,-2.576687,-2.496933,-2.871166,-3.447853,-1.429448,-1.815951,-3.116564,-2.104294,-2.190184
-0.703488,-1.52907,-1.186047,-1.168605,-1.343023,-1.238372,-1.145349,-1.447674,-1.174419,-1.046512,-1.25,-0.982558,-0.674419,-1.255814,-1.563953,-0.796512,-0.802326,-1.843023,-1.593023,-0.651163
-0.68125,-1.44375,-0.8125,-0.93125,-0.93125,-0.93125,-0.58125,-1.71875,0.09375,-0.75,-1.3375,-0.55,-0.425,-1.0875,-1.44375,-0.71875,-0.48125,-1.6625,-0.775,-0.54375
-0.723077,-1.169231,-0.153846,-0.692308,-1.261538,-0.430769,-0.446154,-0.723077,-1.107692,-1.8,-1.784615,-0.723077,-1.276923,-2.061538,-1.461538,-0.138462,-0.476923,-2.523077,-1.630769,-1.4
-1.700935,-1.037383,-1.093458,-1.570093,-0.906542,-0.523364,-1.196262,-1.934579,0.046729,-1.607477,-1.280374,-0.906542,-0.523364,-1.906542,-2.11215,-1.17757,-1.252336,-1.88785,-1.457944,-1.738318
-0.802721,-1.469388,-1.680272,-2.122449,-1.408163,-1.312925,-1.816327,-1.843537,-0.77551,-1.503401,-1.380952,-1.870748,-0.979592,-1.646259,-1.646259,-0.639456,-0.517007,-2.836735,-1.918367,-0.986395
-0.804348,-1.398551,-0.804348,-1.297101,-1.847826,-1.065217,-0.891304,-2.130435,-1.608696,-0.413043,-0.985507,-0.376812,-0.565217,-1.652174,-2.195652,-0.876812,-0.521739,-2.717391,-1.137681,-0.702899
-1.52381,-1.904762,-1.261905,-1.77381,-1.369048,-2.083333,-1.630952,-1.678571,-2.214286,-1.869048,-1.892857,-1.011905,-1.892857,-1.738095,-2.738095,-1.261905,-1.5,-2.571429,-1.059524,-1.690476
-0.476071,-2.722922,-1.939547,-2.350126,-3.964736,-2.483627,-2.831234,-1.97733,-2.778338,-2.476071,-2.717884,-2.710327,-2.596977,-3.201511,-3.103275,-0.904282,-1.088161,-4.020151,-2.942065,-1.622166
-0.545455,-1.318182,-0.5,-1.0,-0.818182,-0.318182,-0.590909,-1.454545,-0.909091,-2.045455,-2.045455,-0.818182,-1.454545,-1.772727,-2.0,0.409091,-0.363636,-1.727273,-0.909091,-1.545455
0.630435,-1.217391,-1.007246,-1.275362,-1.601449,-0.630435,-0.688406,-1.123188,-1.384058,-1.021739,-1.108696,-0.550725,-0.637681,-1.434783,-1.188406,-0.036232,-0.086957,-2.369565,-1.246377,-0.507246
-0.60625,-1.25,-0.75,-0.9375,-0.83125,-0.83125,-0.59375,-1.54375,-0.00625,-0.7,-1.2375,-0.53125,-0.33125,-1.05625,-1.33125,-0.56875,-0.43125,-1.69375,-0.825,-0.50625
-1.914286,-2.614286,-1.828571,-3.095238,-3.114286,-2.333333,-2.847619,-3.07619,-2.452381,-2.971429,-3.07619,-2.352381,-2.161905,-3.038095,-3.752381,-1.657143,-1.904762,-3.62381,-2.157143,-2.742857
-0.3,-1.071429,-0.685714,-0.564286,-1.685714,-0.478571,-0.5,0.471429,-1.364286,-2.578571,-2.528571,-0.228571,-1.942857,-2.542857,1.135714,-0.114286,-0.735714,-2.657143,-2.178571,-2.121429
-1.54878,-1.853659,-1.707317,-1.219512,-3.54878,-1.54878,-0.768293,-2.841463,-2.54878,-2.463415,-2.585366,-1.243902,-1.487805,-2.853659,-3.585366,-1.585366,-1.621951,-4.54878,-3.231707,-2.317073
-0.68125,-1.25625,-0.71875,-1.01875,-1.1,-0.93125,-0.58125,-1.55625,-0.08125,-0.7875,-1.29375,-0.51875,-0.58125,-1.16875,-1.4125,-0.63125,-0.5,-1.925,-0.8125,-0.51875
-0.7,-1.38125,-0.78125,-0.99375,-0.825,-0.9375,-0.61875,-1.7,0.25625,-0.73125,-1.31875,-0.5875,-0.45625,-1.0125,-1.58125,-0.725,-0.51875,-1.84375,-0.70625,-0.48125
0.727575,-1.013289,-0.893688,-0.980066,-1.534884,-0.524917,-0.551495,-0.910299,-1.342193,-1.066445,-1.212625,-0.415282,-0.724252,-1.48505,-0.840532,0.109635,0.07309,-2.312292,-1.239203,-0.541528
-0.633333,-2.5,-1.916667,-2.825,-2.0,-2.133333,-3.025,-2.3,-3.016667,-1.525,-1.691667,-2.075,-0.983333,-2.316667,-2.608333,-0.825,-0.975,-3.925,-2.725,-1.158333
-1.176744,-2.504651,-1.516279,-2.009302,-3.325581,-1.727907,-2.34186,-1.95814,-2.213953,-1.590698,-1.834884,-2.186047,-1.767442,-1.751163,-2.437209,-0.651163,-0.809302,-3.251163,-1.851163,-1.465116
-0.941176,-1.066176,-1.036765,-1.330882,-1.772059,-1.176471,-1.301471,-1.852941,-0.808824,-1.338235,-1.551471,-0.823529,-1.036765,-1.205882,-1.625,-0.522059,-0.676471,-2.529412,-0.992647,-0.852941
-0.874172,-2.02649,-1.860927,-2.019868,-3.072848,-1.403974,-1.496689,-2.701987,-1.569536,-1.516556,-1.456954,-1.198675,-0.688742,-1.741722,-3.211921,-1.523179,-1.311258,-3.384106,-2.099338,-1.324503
-0.538462,-0.923077,-1.5,-2.269231,-1.923077,-0.769231,-1.423077,-1.576923,-2.115385,-0.730769,-0.769231,-0.692308,-0.692308,-1.846154,-1.653846,-0.807692,-0.423077,-2.307692,-1.653846,-0.730769
-0.549618,-1.19084,-0.793893,-1.030534,-0.183206,-0.580153,-1.076336,-1.21374,-0.717557,-0.862595,-1.351145,-0.763359,-0.267176,-1.328244,-1.78626,-0.557252,-0.40458,-1.992366,-0.908397,-0.740458
-1.27673,-0.355346,-0.754717,-0.867925,-1.238994,-0.534591,-0.584906,-1.968553,-0.644654,-1.298742,-1.440252,-0.625786,-0.927673,-1.638365,-0.603774,-0.352201,-0.647799,-2.427673,-1.110063,-1.141509
-1.21831,-1.316901,-1.457746,-1.93662,-1.43662,-1.5,-1.873239,-2.035211,-1.105634,-1.330986,-1.359155,-1.28169,-0.943662,-1.133803,-2.352113,-0.950704,-1.021127,-1.619718,-0.929577,-1.34507
-0.900662,-1.89404,-1.715232,-1.847682,-3.059603,-1.423841,-1.364238,-2.695364,-1.562914,-1.470199,-1.516556,-1.15894,-0.728477,-1.668874,-3.059603,-1.456954,-1.211921,-3.443709,-2.059603,-1.238411
-0.521411,-0.803526,-0.209068,-0.858942,-1.221662,-0.88665,-1.309824,-0.755668,-0.146096,-0.952141,-1.43073,-1.005038,-0.740554,-1.095718,-1.13602,-0.264484,-0.31738,-1.191436,-0.463476,-0.725441
-0.34,-0.92,-0.606667,-0.986667,-3.026667,0.226667,-0.326667,-2.18,-1.726667,-0.946667,-1.126667,-0.113333,-0.573333,-1.453333,-2.14,-0.666667,-0.66,-3.046667,-1.586667,-1.133333
-0.596,-0.814,-0.62,-1.022,-1.448,-0.742,-1.128,-1.156,-0.276,-1.084,-1.218,-1.112,-0.642,-0.784,-1.198,-0.434,-0.538,-0.924,-0.528,-1.022
-0.40493,-0.126761,-0.482394,-0.573944,-1.31338,0.316901,0.732394,-2.140845,-0.507042,-1.320423,-0.954225,0.116197,-0.190141,-2.105634,-2.422535,-0.742958,-0.714789,-2.489437,-1.764085,-1.228873
-0.057143,-1.228571,-0.657143,-1.314286,-2.057143,-1.028571,-1.057143,-0.571429,-1.657143,-1.8,-1.857143,-0.6,-1.342857,-2.142857,-0.028571,-0.142857,-0.2,-1.942857,-1.514286,-1.428571
-0.991573,-0.94382,-1.22191,-1.331461,-0.682584,-1.16573,-1.13764,-1.789326,-0.634831,-1.247191,-1.30618,-1.132022,-0.542135,-1.396067,-1.679775,-0.926966,-1.050562,-1.839888,-1.351124,-1.238764
